ORIGEM;UF_O;DESTINO;UF_D;MáxDePT1;MáxDePT2;
ACRELANDIA;AC;CORDEIROPOLIS;SP;163;192;
ASSIS BRASIL;AC;ARARAS;SP;183;0;
ASSIS BRASIL;AC;CORDEIROPOLIS;SP;183;192;
BRASILEIA;AC;FEIRA DE SANTANA;BA;228;0;
BRASILEIA;AC;ITABUNA;BA;220;0;
BRASILEIA;AC;ITUIUTABA;MG;154;0;
BRASILEIA;AC;MONTES CLAROS;MG;189;0;
BRASILEIA;AC;ARARAS;SP;181;0;
BRASILEIA;AC;CORDEIROPOLIS;SP;181;192;
BRASILEIA;AC;RIBEIRAO PRETO;SP;181;288;
CRUZEIRO DO SUL;AC;ARARAS;SP;199;0;
CRUZEIRO DO SUL;AC;CORDEIROPOLIS;SP;199;192;
CRUZEIRO DO SUL;AC;RIBEIRAO PRETO;SP;203;288;
EPITACIOLANDIA;AC;ITABUNA;BA;223;0;
EPITACIOLANDIA;AC;MONTES CLAROS;MG;189;0;
EPITACIOLANDIA;AC;ARARAS;SP;174;0;
EPITACIOLANDIA;AC;CORDEIROPOLIS;SP;174;192;
EPITACIOLANDIA;AC;RIBEIRAO PRETO;SP;178;288;
RIO BRANCO;AC;FEIRA DE SANTANA;BA;219;0;
RIO BRANCO;AC;ITUIUTABA;MG;145;0;
RIO BRANCO;AC;MONTES CLAROS;MG;182;0;
RIO BRANCO;AC;ARACATUBA;SP;152;0;
RIO BRANCO;AC;ARARAS;SP;168;0;
RIO BRANCO;AC;CORDEIROPOLIS;SP;167;192;
RIO BRANCO;AC;RIBEIRAO PRETO;SP;171;192;
RIO BRANCO;AC;SAO BERNARDO DO CAMPO;SP;176;0;
RIO BRANCO;AC;SAO JOSE DO RIO PARDO;SP;170;0;
XAPURI;AC;ARARAS;SP;173;0;
XAPURI;AC;CORDEIROPOLIS;SP;172;192;
XAPURI;AC;RIBEIRAO PRETO;SP;180;288;
ARAPIRACA;AL;CASTRO ALVES;BA;28;120;
ARAPIRACA;AL;FEIRA DE SANTANA;BA;24;120;
ARAPIRACA;AL;FORTALEZA;CE;51;192;
ARAPIRACA;AL;IBIA;MG;98;0;
ARAPIRACA;AL;ITUIUTABA;MG;109;0;
ARAPIRACA;AL;JABOATAO DOS GUARARAPES;PE;6;96;
ARAPIRACA;AL;RIO DE JANEIRO;RJ;106;192;
ARAPIRACA;AL;ARACATUBA;SP;123;0;
ARAPIRACA;AL;ARARAQUARA;SP;116;0;
ARAPIRACA;AL;ARARAS;SP;119;0;
ARAPIRACA;AL;CORDEIROPOLIS;SP;120;0;
ARAPIRACA;AL;RIBEIRAO PRETO;SP;124;168;
ARAPIRACA;AL;SAO BERNARDO DO CAMPO;SP;117;0;
ARAPIRACA;AL;SAO JOSE DO RIO PARDO;SP;113;0;
ATALAIA;AL;FEIRA DE SANTANA;BA;28;120;
ATALAIA;AL;JABOATAO DOS GUARARAPES;PE;5;72;
ATALAIA;AL;ARARAS;SP;122;0;
ATALAIA;AL;CORDEIROPOLIS;SP;123;0;
ATALAIA;AL;SAO BERNARDO DO CAMPO;SP;121;0;
BARRA DE SAO MIGUEL;AL;FEIRA DE SANTANA;BA;27;120;
BARRA DE SAO MIGUEL;AL;JABOATAO DOS GUARARAPES;PE;6;96;
CAMPO GRANDE;AL;TRES RIOS;RJ;93;0;
CAPELA;AL;JABOATAO DOS GUARARAPES;PE;5;72;
CORURIPE;AL;JABOATAO DOS GUARARAPES;PE;24;96;
DELMIRO GOUVEIA;AL;JABOATAO DOS GUARARAPES;PE;24;96;
IGACI;AL;FEIRA DE SANTANA;BA;25;120;
MACEIO;AL;CASTRO ALVES;BA;30;144;
MACEIO;AL;FEIRA DE SANTANA;BA;29;120;
MACEIO;AL;ITABUNA;BA;45;0;
MACEIO;AL;IBIA;MG;103;0;
MACEIO;AL;ITUIUTABA;MG;114;0;
MACEIO;AL;MONTES CLAROS;MG;72;0;
MACEIO;AL;JABOATAO DOS GUARARAPES;PE;5;72;
MACEIO;AL;CURITIBA;PR;144;96;
MACEIO;AL;RIO DE JANEIRO;RJ;107;192;
MACEIO;AL;ARACATUBA;SP;128;0;
MACEIO;AL;ARARAQUARA;SP;121;0;
MACEIO;AL;ARARAS;SP;124;0;
MACEIO;AL;CACAPAVA;SP;115;0;
MACEIO;AL;CORDEIROPOLIS;SP;124;0;
MACEIO;AL;MARILIA;SP;130;0;
MACEIO;AL;RIBEIRAO PRETO;SP;120;168;
MACEIO;AL;SAO BERNARDO DO CAMPO;SP;122;0;
MACEIO;AL;SAO JOSE DO RIO PARDO;SP;118;0;
MARAGOGI;AL;FEIRA DE SANTANA;BA;35;144;
MARAGOGI;AL;JABOATAO DOS GUARARAPES;PE;3;72;
MARECHAL DEODORO;AL;FEIRA DE SANTANA;BA;28;120;
MARECHAL DEODORO;AL;JABOATAO DOS GUARARAPES;PE;5;72;
MARIBONDO;AL;JABOATAO DOS GUARARAPES;PE;5;72;
OLHO DAGUA DAS FLORES;AL;FEIRA DE SANTANA;BA;24;120;
OLHO DAGUA DAS FLORES;AL;ITUIUTABA;MG;109;0;
OLHO DAGUA DAS FLORES;AL;MONTES CLAROS;MG;67;0;
OLHO DAGUA DAS FLORES;AL;JABOATAO DOS GUARARAPES;PE;24;96;
OLHO DAGUA DAS FLORES;AL;ARACATUBA;SP;123;0;
OLHO DAGUA DAS FLORES;AL;ARARAQUARA;SP;116;0;
OLHO DAGUA DAS FLORES;AL;ARARAS;SP;119;0;
OLHO DAGUA DAS FLORES;AL;CORDEIROPOLIS;SP;120;0;
OLHO DAGUA DAS FLORES;AL;SAO BERNARDO DO CAMPO;SP;117;0;
OLHO DAGUA DAS FLORES;AL;SAO JOSE DO RIO PARDO;SP;110;0;
PALMEIRA DOS INDIOS;AL;FEIRA DE SANTANA;BA;27;120;
PALMEIRA DOS INDIOS;AL;JABOATAO DOS GUARARAPES;PE;6;96;
PALMEIRA DOS INDIOS;AL;SAO BERNARDO DO CAMPO;SP;120;0;
PENEDO;AL;FEIRA DE SANTANA;BA;24;96;
PENEDO;AL;ITABUNA;BA;37;0;
PENEDO;AL;JABOATAO DOS GUARARAPES;PE;6;96;
PENEDO;AL;ARARAS;SP;116;0;
PENEDO;AL;CORDEIROPOLIS;SP;117;0;
PENEDO;AL;SAO BERNARDO DO CAMPO;SP;114;0;
RIO LARGO;AL;FEIRA DE SANTANA;BA;29;120;
RIO LARGO;AL;JABOATAO DOS GUARARAPES;PE;5;72;
ROTEIRO;AL;JABOATAO DOS GUARARAPES;PE;6;72;
SANTANA DO IPANEMA;AL;FEIRA DE SANTANA;BA;24;120;
SANTANA DO IPANEMA;AL;JABOATAO DOS GUARARAPES;PE;24;96;
SANTANA DO IPANEMA;AL;ARARAS;SP;119;0;
SANTANA DO IPANEMA;AL;CORDEIROPOLIS;SP;120;0;
SANTANA DO IPANEMA;AL;SAO BERNARDO DO CAMPO;SP;117;0;
SAO LUIS DO QUITUNDE;AL;FEIRA DE SANTANA;BA;32;144;
SAO LUIS DO QUITUNDE;AL;JABOATAO DOS GUARARAPES;PE;5;72;
SAO MIGUEL DOS CAMPOS;AL;FEIRA DE SANTANA;BA;26;120;
SAO MIGUEL DOS CAMPOS;AL;JABOATAO DOS GUARARAPES;PE;6;72;
TEOTONIO VILELA;AL;FEIRA DE SANTANA;BA;24;120;
TEOTONIO VILELA;AL;JABOATAO DOS GUARARAPES;PE;6;96;
UNIAO DOS PALMARES;AL;FEIRA DE SANTANA;BA;31;144;
UNIAO DOS PALMARES;AL;JABOATAO DOS GUARARAPES;PE;4;72;
ALVARAES;AM;ANANINDEUA;PA;217;0;
AMATURA;AM;ANANINDEUA;PA;217;0;
ANAMA;AM;ANANINDEUA;PA;217;0;
ANORI;AM;ANANINDEUA;PA;217;0;
APUI;AM;FEIRA DE SANTANA;BA;368;0;
APUI;AM;ANANINDEUA;PA;217;0;
ATALAIA DO NORTE;AM;ANANINDEUA;PA;217;0;
AUTAZES;AM;ANANINDEUA;PA;217;0;
BARCELOS;AM;ANANINDEUA;PA;217;0;
BARREIRINHA;AM;ANANINDEUA;PA;217;0;
BENJAMIN CONSTANT;AM;ANANINDEUA;PA;217;0;
BERURI;AM;ANANINDEUA;PA;217;0;
BOA VISTA DO RAMOS;AM;ANANINDEUA;PA;217;0;
BOCA DO ACRE;AM;ANANINDEUA;PA;295;0;
BORBA;AM;ANANINDEUA;PA;217;0;
CAAPIRANGA;AM;ANANINDEUA;PA;217;0;
CANUTAMA;AM;ANANINDEUA;PA;217;0;
CARAUARI;AM;ANANINDEUA;PA;217;0;
CAREIRO DA VARZEA;AM;ANANINDEUA;PA;217;0;
CAREIRO;AM;ANANINDEUA;PA;219;0;
COARI;AM;ANANINDEUA;PA;217;0;
CODAJAS;AM;ANANINDEUA;PA;217;0;
EIRUNEPE;AM;ANANINDEUA;PA;217;0;
ENVIRA;AM;ANANINDEUA;PA;217;0;
FONTE BOA;AM;ANANINDEUA;PA;217;0;
GUAJARA;AM;ANANINDEUA;PA;217;0;
HUMAITA;AM;ANANINDEUA;PA;252;0;
IPIXUNA;AM;ANANINDEUA;PA;217;0;
IRANDUBA;AM;ANANINDEUA;PA;217;0;
ITACOATIARA;AM;FEIRA DE SANTANA;BA;327;0;
ITACOATIARA;AM;ANANINDEUA;PA;221;0;
ITAMARATI;AM;ANANINDEUA;PA;217;0;
ITAPIRANGA;AM;ANANINDEUA;PA;222;0;
JAPURA;AM;ANANINDEUA;PA;217;0;
JURUA;AM;ANANINDEUA;PA;217;0;
JUTAI;AM;ANANINDEUA;PA;217;0;
LABREA;AM;ANANINDEUA;PA;260;0;
MANACAPURU;AM;ANANINDEUA;PA;218;0;
MANAQUIRI;AM;ANANINDEUA;PA;217;0;
MANAUS;AM;CASTRO ALVES;BA;316;0;
MANAUS;AM;FEIRA DE SANTANA;BA;313;0;
MANAUS;AM;ITABUNA;BA;331;0;
MANAUS;AM;IBIA;MG;343;0;
MANAUS;AM;ITUIUTABA;MG;331;0;
MANAUS;AM;MONTES CLAROS;MG;343;0;
MANAUS;AM;ANANINDEUA;PA;217;0;
MANAUS;AM;JABOATAO DOS GUARARAPES;PE;318;0;
MANAUS;AM;RIO DE JANEIRO;RJ;373;0;
MANAUS;AM;ARACATUBA;SP;350;0;
MANAUS;AM;ARARAQUARA;SP;348;0;
MANAUS;AM;ARARAS;SP;355;0;
MANAUS;AM;CACAPAVA;SP;366;0;
MANAUS;AM;CORDEIROPOLIS;SP;354;0;
MANAUS;AM;MARILIA;SP;353;0;
MANAUS;AM;RIBEIRAO PRETO;SP;347;0;
MANAUS;AM;SAO BERNARDO DO CAMPO;SP;365;0;
MANAUS;AM;SAO JOSE DO RIO PARDO;SP;353;0;
MANICORE;AM;ANANINDEUA;PA;224;0;
MARAA;AM;ANANINDEUA;PA;217;0;
MAUES;AM;ANANINDEUA;PA;217;0;
NHAMUNDA;AM;ANANINDEUA;PA;217;0;
NOVA OLINDA DO NORTE;AM;ANANINDEUA;PA;217;0;
NOVO AIRAO;AM;ANANINDEUA;PA;220;0;
NOVO ARIPUANA;AM;ANANINDEUA;PA;278;0;
PARINTINS;AM;ANANINDEUA;PA;217;0;
PAUINI;AM;ANANINDEUA;PA;217;0;
PRESIDENTE FIGUEIREDO;AM;ANANINDEUA;PA;217;0;
RIO PRETO DA EVA;AM;ANANINDEUA;PA;218;0;
SANTA ISABEL DO RIO NEGRO;AM;ANANINDEUA;PA;217;0;
SANTO ANTONIO DO ICA;AM;ANANINDEUA;PA;217;0;
SAO GABRIEL DA CACHOEIRA;AM;ANANINDEUA;PA;217;0;
SAO PAULO DE OLIVENCA;AM;ANANINDEUA;PA;217;0;
SAO SEBASTIAO DO UATUMA;AM;ANANINDEUA;PA;217;0;
SILVES;AM;ANANINDEUA;PA;217;0;
TABATINGA;AM;ANANINDEUA;PA;217;0;
TAPAUA;AM;ANANINDEUA;PA;217;0;
TEFE;AM;ANANINDEUA;PA;217;0;
TONANTINS;AM;ANANINDEUA;PA;217;0;
UARINI;AM;ANANINDEUA;PA;217;0;
URUCARA;AM;ANANINDEUA;PA;217;0;
URUCURITUBA;AM;ANANINDEUA;PA;217;0;
AMAPA;AP;ANANINDEUA;PA;90;0;
CALCOENE;AP;ANANINDEUA;PA;85;0;
CUTIAS;AP;ANANINDEUA;PA;85;0;
FERREIRA GOMES;AP;ANANINDEUA;PA;87;0;
ITAUBAL;AP;ANANINDEUA;PA;87;0;
LARANJAL DO JARI;AP;ANANINDEUA;PA;85;0;
MACAPA;AP;FEIRA DE SANTANA;BA;181;0;
MACAPA;AP;ITABUNA;BA;199;0;
MACAPA;AP;IBIA;MG;211;0;
MACAPA;AP;ITUIUTABA;MG;199;0;
MACAPA;AP;MONTES CLAROS;MG;211;0;
MACAPA;AP;ANANINDEUA;PA;85;0;
MACAPA;AP;JABOATAO DOS GUARARAPES;PE;186;0;
MACAPA;AP;ARARAS;SP;223;0;
MACAPA;AP;CORDEIROPOLIS;SP;222;276;
MACAPA;AP;RIBEIRAO PRETO;SP;215;0;
MACAPA;AP;SAO BERNARDO DO CAMPO;SP;233;0;
MAZAGAO;AP;ANANINDEUA;PA;90;0;
OIAPOQUE;AP;ANANINDEUA;PA;115;0;
PORTO GRANDE;AP;ANANINDEUA;PA;87;0;
PRACUUBA;AP;ANANINDEUA;PA;89;0;
SANTANA;AP;FEIRA DE SANTANA;BA;186;0;
SANTANA;AP;ITABUNA;BA;204;0;
SANTANA;AP;MONTES CLAROS;MG;215;0;
SANTANA;AP;ANANINDEUA;PA;86;0;
SANTANA;AP;JABOATAO DOS GUARARAPES;PE;186;0;
SANTANA;AP;ARARAS;SP;227;0;
SANTANA;AP;CORDEIROPOLIS;SP;226;276;
SANTANA;AP;RIBEIRAO PRETO;SP;219;0;
SANTANA;AP;SAO BERNARDO DO CAMPO;SP;237;0;
SERRA DO NAVIO;AP;ANANINDEUA;PA;85;0;
TARTARUGALZINHO;AP;ANANINDEUA;PA;89;0;
VITORIA DO JARI;AP;ANANINDEUA;PA;85;0;
ABAIRA;BA;FEIRA DE SANTANA;BA;24;96;
ABARE;BA;FEIRA DE SANTANA;BA;24;96;
ACAJUTIBA;BA;FEIRA DE SANTANA;BA;3;72;
ADUSTINA;BA;FEIRA DE SANTANA;BA;5;72;
AGUA FRIA;BA;FEIRA DE SANTANA;BA;2;48;
AIQUARA;BA;FEIRA DE SANTANA;BA;5;72;
ALAGOINHAS;BA;FEIRA DE SANTANA;BA;2;48;
ALAGOINHAS;BA;RIBEIRAO PRETO;SP;99;144;
ALAGOINHAS;BA;SAO BERNARDO DO CAMPO;SP;98;0;
ALAGOINHAS;BA;SAO JOSE DO RIO PARDO;SP;90;0;
ALCOBACA;BA;FEIRA DE SANTANA;BA;39;144;
ALCOBACA;BA;ITABUNA;BA;24;0;
ALMADINA;BA;FEIRA DE SANTANA;BA;24;96;
ALMADINA;BA;ITABUNA;BA;2;0;
AMARGOSA;BA;FEIRA DE SANTANA;BA;3;72;
AMARGOSA;BA;MONTES CLAROS;MG;40;0;
AMARGOSA;BA;JABOATAO DOS GUARARAPES;PE;43;192;
AMARGOSA;BA;ARARAS;SP;91;0;
AMARGOSA;BA;CORDEIROPOLIS;SP;92;0;
AMELIA RODRIGUES;BA;FEIRA DE SANTANA;BA;1;48;
AMERICA DOURADA;BA;FEIRA DE SANTANA;BA;6;96;
ANAGE;BA;FEIRA DE SANTANA;BA;24;96;
ANDARAI;BA;FEIRA DE SANTANA;BA;6;96;
ANDORINHA;BA;FEIRA DE SANTANA;BA;6;96;
ANGICAL;BA;FEIRA DE SANTANA;BA;37;144;
ANGUERA;BA;FEIRA DE SANTANA;BA;1;48;
ANTAS;BA;FEIRA DE SANTANA;BA;5;72;
ANTONIO CARDOSO;BA;FEIRA DE SANTANA;BA;1;48;
ANTONIO GONCALVES;BA;FEIRA DE SANTANA;BA;5;72;
APORA;BA;FEIRA DE SANTANA;BA;3;72;
APUAREMA;BA;FEIRA DE SANTANA;BA;5;72;
ARACAS;BA;FEIRA DE SANTANA;BA;2;72;
ARACATU;BA;FEIRA DE SANTANA;BA;100;192;
ARACI;BA;FEIRA DE SANTANA;BA;2;72;
ARAMARI;BA;FEIRA DE SANTANA;BA;2;72;
ARATACA;BA;FEIRA DE SANTANA;BA;24;96;
ARATACA;BA;ITABUNA;BA;2;0;
ARATUIPE;BA;FEIRA DE SANTANA;BA;3;72;
ARATUIPE;BA;ITABUNA;BA;4;0;
AURELINO LEAL;BA;FEIRA DE SANTANA;BA;6;96;
AURELINO LEAL;BA;ITABUNA;BA;2;0;
BAIANOPOLIS;BA;FEIRA DE SANTANA;BA;37;144;
BAIXA GRANDE;BA;FEIRA DE SANTANA;BA;3;72;
BANZAE;BA;FEIRA DE SANTANA;BA;4;72;
BARRA DA ESTIVA;BA;FEIRA DE SANTANA;BA;6;96;
BARRA DO CHOCA;BA;FEIRA DE SANTANA;BA;24;96;
BARRA DO MENDES;BA;FEIRA DE SANTANA;BA;24;96;
BARRA DO ROCHA;BA;FEIRA DE SANTANA;BA;6;96;
BARRA DO ROCHA;BA;ITABUNA;BA;2;0;
BARRA;BA;FEIRA DE SANTANA;BA;28;120;
BARREIRAS;BA;CASTRO ALVES;BA;36;144;
BARREIRAS;BA;FEIRA DE SANTANA;BA;38;144;
BARREIRAS;BA;ITABUNA;BA;46;0;
BARREIRAS;BA;IBIA;MG;54;0;
BARREIRAS;BA;ITUIUTABA;MG;56;0;
BARREIRAS;BA;ARARAS;SP;71;0;
BARREIRAS;BA;CORDEIROPOLIS;SP;72;0;
BARREIRAS;BA;RIBEIRAO PRETO;SP;74;144;
BARREIRAS;BA;SAO BERNARDO DO CAMPO;SP;81;0;
BARREIRAS;BA;SAO JOSE DO RIO PARDO;SP;70;0;
BARRO ALTO;BA;FEIRA DE SANTANA;BA;24;96;
BARRO PRETO;BA;ITABUNA;BA;1;0;
BARROCAS;BA;FEIRA DE SANTANA;BA;2;72;
BELMONTE;BA;FEIRA DE SANTANA;BA;33;144;
BELMONTE;BA;ITABUNA;BA;5;0;
BELO CAMPO;BA;FEIRA DE SANTANA;BA;24;120;
BIRITINGA;BA;FEIRA DE SANTANA;BA;2;72;
BOA NOVA;BA;FEIRA DE SANTANA;BA;6;96;
BOA VISTA DO TUPIM;BA;FEIRA DE SANTANA;BA;4;72;
BOM JESUS DA LAPA;BA;FEIRA DE SANTANA;BA;34;144;
BOM JESUS DA LAPA;BA;ITABUNA;BA;31;0;
BOM JESUS DA SERRA;BA;FEIRA DE SANTANA;BA;6;96;
BONINAL;BA;FEIRA DE SANTANA;BA;24;96;
BONITO;BA;FEIRA DE SANTANA;BA;6;96;
BOQUIRA;BA;FEIRA DE SANTANA;BA;28;120;
BOTUPORA;BA;FEIRA DE SANTANA;BA;27;120;
BREJOES;BA;FEIRA DE SANTANA;BA;3;72;
BREJOLANDIA;BA;FEIRA DE SANTANA;BA;32;144;
BROTAS DE MACAUBAS;BA;FEIRA DE SANTANA;BA;24;120;
BRUMADO;BA;FEIRA DE SANTANA;BA;24;96;
BRUMADO;BA;RIBEIRAO PRETO;SP;99;144;
BUERAREMA;BA;FEIRA DE SANTANA;BA;24;96;
BUERAREMA;BA;ITABUNA;BA;1;0;
BUERAREMA;BA;IBIA;MG;65;0;
BUERAREMA;BA;ITUIUTABA;MG;75;0;
BUERAREMA;BA;ARACATUBA;SP;90;0;
BURITIRAMA;BA;FEIRA DE SANTANA;BA;33;144;
CAATIBA;BA;FEIRA DE SANTANA;BA;24;96;
CABACEIRAS DO PARAGUACU;BA;FEIRA DE SANTANA;BA;2;48;
CACHOEIRA;BA;FEIRA DE SANTANA;BA;1;48;
CACHOEIRA;BA;ITABUNA;BA;6;0;
CACHOEIRA;BA;IBIA;MG;72;0;
CACHOEIRA;BA;ITUIUTABA;MG;82;0;
CACHOEIRA;BA;ARARAS;SP;92;0;
CACHOEIRA;BA;CORDEIROPOLIS;SP;93;0;
CACHOEIRA;BA;SAO BERNARDO DO CAMPO;SP;94;0;
CACHOEIRA;BA;SAO JOSE DO RIO PARDO;SP;86;0;
CACULE;BA;FEIRA DE SANTANA;BA;27;120;
CAEM;BA;FEIRA DE SANTANA;BA;4;72;
CAETANOS;BA;FEIRA DE SANTANA;BA;24;96;
CAETITE;BA;FEIRA DE SANTANA;BA;26;120;
CAFARNAUM;BA;FEIRA DE SANTANA;BA;6;96;
CAIRU;BA;FEIRA DE SANTANA;BA;4;72;
CAIRU;BA;ITABUNA;BA;4;0;
CALDEIRAO GRANDE;BA;FEIRA DE SANTANA;BA;4;72;
CAMACAN;BA;FEIRA DE SANTANA;BA;24;96;
CAMACAN;BA;ITABUNA;BA;2;0;
CAMACAN;BA;ARARAS;SP;80;0;
CAMACAN;BA;CORDEIROPOLIS;SP;80;0;
CAMACAN;BA;SAO BERNARDO DO CAMPO;SP;81;0;
CAMACARI;BA;FEIRA DE SANTANA;BA;2;72;
CAMACARI;BA;ITABUNA;BA;24;0;
CAMACARI;BA;ITUIUTABA;MG;90;0;
CAMACARI;BA;MONTES CLAROS;MG;49;0;
CAMACARI;BA;RIO DE JANEIRO;RJ;87;192;
CAMACARI;BA;ARARAQUARA;SP;97;0;
CAMACARI;BA;ARARAS;SP;100;0;
CAMACARI;BA;CACAPAVA;SP;92;0;
CAMACARI;BA;CORDEIROPOLIS;SP;101;0;
CAMACARI;BA;RIBEIRAO PRETO;SP;99;144;
CAMACARI;BA;SAO BERNARDO DO CAMPO;SP;99;0;
CAMACARI;BA;SAO JOSE DO RIO PARDO;SP;91;0;
CAMAMU;BA;FEIRA DE SANTANA;BA;5;72;
CAMAMU;BA;ITABUNA;BA;3;0;
CAMPO ALEGRE DE LOURDES;BA;FEIRA DE SANTANA;BA;36;144;
CAMPO FORMOSO;BA;FEIRA DE SANTANA;BA;24;96;
CANAPOLIS;BA;FEIRA DE SANTANA;BA;37;144;
CANARANA;BA;FEIRA DE SANTANA;BA;24;96;
CANAVIEIRAS;BA;FEIRA DE SANTANA;BA;25;120;
CANAVIEIRAS;BA;ITABUNA;BA;3;0;
CANDEAL;BA;FEIRA DE SANTANA;BA;2;48;
CANDEIAS;BA;FEIRA DE SANTANA;BA;2;48;
CANDEIAS;BA;ARARAS;SP;99;0;
CANDEIAS;BA;CORDEIROPOLIS;SP;100;0;
CANDEIAS;BA;SAO BERNARDO DO CAMPO;SP;97;0;
CANDIBA;BA;FEIRA DE SANTANA;BA;30;120;
CANDIDO SALES;BA;FEIRA DE SANTANA;BA;24;120;
CANSANCAO;BA;FEIRA DE SANTANA;BA;4;72;
CANUDOS;BA;FEIRA DE SANTANA;BA;5;72;
CAPELA DO ALTO ALEGRE;BA;FEIRA DE SANTANA;BA;3;72;
CAPIM GROSSO;BA;FEIRA DE SANTANA;BA;3;72;
CARAIBAS;BA;FEIRA DE SANTANA;BA;24;96;
CARAVELAS;BA;FEIRA DE SANTANA;BA;38;144;
CARAVELAS;BA;ITABUNA;BA;24;0;
CARDEAL DA SILVA;BA;FEIRA DE SANTANA;BA;3;72;
CARINHANHA;BA;FEIRA DE SANTANA;BA;34;144;
CASA NOVA;BA;FEIRA DE SANTANA;BA;24;120;
CASTRO ALVES;BA;ARAPIRACA;AL;28;120;
CASTRO ALVES;BA;MACEIO;AL;30;144;
CASTRO ALVES;BA;MANAUS;AM;316;0;
CASTRO ALVES;BA;BARREIRAS;BA;36;144;
CASTRO ALVES;BA;FEIRA DE SANTANA;BA;2;72;
CASTRO ALVES;BA;ITABUNA;BA;5;0;
CASTRO ALVES;BA;JUAZEIRO;BA;32;120;
CASTRO ALVES;BA;LAURO DE FREITAS;BA;24;72;
CASTRO ALVES;BA;PAULO AFONSO;BA;24;120;
CASTRO ALVES;BA;SALVADOR;BA;24;72;
CASTRO ALVES;BA;VITORIA DA CONQUISTA;BA;24;96;
CASTRO ALVES;BA;FORTALEZA;CE;63;192;
CASTRO ALVES;BA;JUAZEIRO DO NORTE;CE;37;144;
CASTRO ALVES;BA;SOBRAL;CE;68;192;
CASTRO ALVES;BA;IMPERATRIZ;MA;85;192;
CASTRO ALVES;BA;SAO LUIS;MA;78;192;
CASTRO ALVES;BA;ANANINDEUA;PA;101;192;
CASTRO ALVES;BA;BENEVIDES;PA;103;192;
CASTRO ALVES;BA;SANTAREM;PA;196;0;
CASTRO ALVES;BA;JOAO PESSOA;PB;50;192;
CASTRO ALVES;BA;CARUARU;PE;39;144;
CASTRO ALVES;BA;JABOATAO DOS GUARARAPES;PE;44;192;
CASTRO ALVES;BA;RECIFE;PE;44;192;
CASTRO ALVES;BA;TERESINA;PI;56;192;
CASTRO ALVES;BA;ITABORAI;RJ;70;192;
CASTRO ALVES;BA;RIO DE JANEIRO;RJ;78;192;
CASTRO ALVES;BA;SAO PEDRO DA ALDEIA;RJ;72;192;
CASTRO ALVES;BA;NATAL;RN;59;192;
CASTRO ALVES;BA;PARNAMIRIM;RN;58;192;
CASTRO ALVES;BA;BOA VISTA;RR;354;0;
CASTRO ALVES;BA;ARACAJU;SE;24;96;
CASTRO ALVES;BA;NOSSA SENHORA DO SOCORRO;SE;24;96;
CASTRO ALVES;BA;RIBEIRAO PRETO;SP;86;144;
CATOLANDIA;BA;FEIRA DE SANTANA;BA;37;144;
CATU;BA;FEIRA DE SANTANA;BA;2;72;
CATURAMA;BA;FEIRA DE SANTANA;BA;26;120;
CATU;BA;ARARAS;SP;100;0;
CATU;BA;CORDEIROPOLIS;SP;101;0;
CATU;BA;SAO BERNARDO DO CAMPO;SP;99;0;
CATU;BA;SAO JOSE DO RIO PARDO;SP;91;0;
CENTRAL;BA;FEIRA DE SANTANA;BA;24;96;
CENTRAL;BA;IBIA;MG;70;0;
CENTRAL;BA;ARACATUBA;SP;97;0;
CHORROCHO;BA;FEIRA DE SANTANA;BA;24;96;
CICERO DANTAS;BA;FEIRA DE SANTANA;BA;4;72;
CIPO;BA;FEIRA DE SANTANA;BA;3;72;
COARACI;BA;FEIRA DE SANTANA;BA;24;96;
COARACI;BA;ITABUNA;BA;1;0;
COCOS;BA;FEIRA DE SANTANA;BA;39;144;
CONCEICAO DA FEIRA;BA;FEIRA DE SANTANA;BA;1;48;
CONCEICAO DO ALMEIDA;BA;FEIRA DE SANTANA;BA;2;72;
CONCEICAO DO COITE;BA;FEIRA DE SANTANA;BA;2;72;
CONCEICAO DO JACUIPE;BA;FEIRA DE SANTANA;BA;1;48;
CONDE;BA;FEIRA DE SANTANA;BA;4;72;
CONDEUBA;BA;FEIRA DE SANTANA;BA;28;120;
CONTENDAS DO SINCORA;BA;FEIRA DE SANTANA;BA;6;96;
CORACAO DE MARIA;BA;FEIRA DE SANTANA;BA;1;48;
CORDEIROS;BA;FEIRA DE SANTANA;BA;28;120;
CORIBE;BA;FEIRA DE SANTANA;BA;42;192;
CORONEL JOAO SA;BA;FEIRA DE SANTANA;BA;6;96;
CORRENTINA;BA;FEIRA DE SANTANA;BA;41;192;
COTEGIPE;BA;FEIRA DE SANTANA;BA;35;144;
CRAVOLANDIA;BA;FEIRA DE SANTANA;BA;4;72;
CRISOPOLIS;BA;FEIRA DE SANTANA;BA;4;72;
CRISTOPOLIS;BA;FEIRA DE SANTANA;BA;34;144;
CRUZ DAS ALMAS;BA;FEIRA DE SANTANA;BA;2;48;
CRUZ DAS ALMAS;BA;IBIA;MG;71;0;
CRUZ DAS ALMAS;BA;ITUIUTABA;MG;81;0;
CRUZ DAS ALMAS;BA;ARACATUBA;SP;96;0;
CRUZ DAS ALMAS;BA;ARARAS;SP;91;0;
CRUZ DAS ALMAS;BA;CORDEIROPOLIS;SP;92;0;
CRUZ DAS ALMAS;BA;SAO BERNARDO DO CAMPO;SP;93;0;
CURACA;BA;FEIRA DE SANTANA;BA;24;96;
